#,Description,License,Licence URL,Image
87,三つ目結に吉の字,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:%E4%B8%89%E3%81%A4%E7%9B%AE%E7%B5%90%E3%81%AB%E5%90%89%E3%81%AE%E5%AD%97%EF%BC%88%E3%81%BF%E3%81%A4%E3%82%81%E3%82%86%E3%81%84_%E3%81%AB_%E3%81%8D%E3%81%A1%E3%81%AE%E3%81%98%EF%BC%89.png,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/%E4%B8%89%E3%81%A4%E7%9B%AE%E7%B5%90%E3%81%AB%E5%90%89%E3%81%AE%E5%AD%97%EF%BC%88%E3%81%BF%E3%81%A4%E3%82%81%E3%82%86%E3%81%84_%E3%81%AB_%E3%81%8D%E3%81%A1%E3%81%AE%E3%81%98%EF%BC%89.png/1200px-%E4%B8%89%E3%81%A4%E7%9B%AE%E7%B5%90%E3%81%AB%E5%90%89%E3%81%AE%E5%AD%97%EF%BC%88%E3%81%BF%E3%81%A4%E3%82%81%E3%82%86%E3%81%84_%E3%81%AB_%E3%81%8D%E3%81%A1%E3%81%AE%E3%81%98%EF%BC%89.png
88,三つ輪の上の輪の内甃,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:%E4%B8%89%E3%81%A4%E8%BC%AA%E3%81%AE%E4%B8%8A%E3%81%AE%E8%BC%AA%E3%81%AE%E5%86%85%E7%94%83%EF%BC%88%E3%81%BF%E3%81%A4%E3%82%8F_%E3%81%AE_%E3%81%86%E3%81%88_%E3%81%AE_%E3%82%8F_%E3%81%AE_%E3%81%86%E3%81%A1%E3%81%A0%E3%81%9F%E3%81%BF%EF%BC%89.png,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/%E4%B8%89%E3%81%A4%E8%BC%AA%E3%81%AE%E4%B8%8A%E3%81%AE%E8%BC%AA%E3%81%AE%E5%86%85%E7%94%83%EF%BC%88%E3%81%BF%E3%81%A4%E3%82%8F_%E3%81%AE_%E3%81%86%E3%81%88_%E3%81%AE_%E3%82%8F_%E3%81%AE_%E3%81%86%E3%81%A1%E3%81%A0%E3%81%9F%E3%81%BF%EF%BC%89.png/1200px-%E4%B8%89%E3%81%A4%E8%BC%AA%E3%81%AE%E4%B8%8A%E3%81%AE%E8%BC%AA%E3%81%AE%E5%86%85%E7%94%83%EF%BC%88%E3%81%BF%E3%81%A4%E3%82%8F_%E3%81%AE_%E3%81%86%E3%81%88_%E3%81%AE_%E3%82%8F_%E3%81%AE_%E3%81%86%E3%81%A1%E3%81%A0%E3%81%9F%E3%81%BF%EF%BC%89.png
89,足羽神社,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:%E4%B8%89%E5%85%89.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/%E4%B8%89%E5%85%89.png/1200px-%E4%B8%89%E5%85%89.png
90,中輪に一つ朝顔,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:%E4%B8%AD%E8%BC%AA%E3%81%AB%E4%B8%80%E3%81%A4%E6%9C%9D%E9%A1%94.png,https://upload.wikimedia.org/wikipedia/commons/0/0a/%E4%B8%AD%E8%BC%AA%E3%81%AB%E4%B8%80%E3%81%A4%E6%9C%9D%E9%A1%94.png
91,丸に一つ丁子,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:%E4%B8%B8%E3%81%AB%E4%B8%80%E3%81%A4%E4%B8%81%E5%AD%90%E7%B4%8B.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d4/%E4%B8%B8%E3%81%AB%E4%B8%80%E3%81%A4%E4%B8%81%E5%AD%90%E7%B4%8B.jpg
92,丸に三つ松,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:%E4%B8%B8%E3%81%AB%E4%B8%89%E9%9A%8E%E6%9D%BE.png,https://upload.wikimedia.org/wikipedia/commons/e/e0/%E4%B8%B8%E3%81%AB%E4%B8%89%E9%9A%8E%E6%9D%BE.png
93,丸 に 左三階松,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:%E4%B8%B8%E3%81%AB%E5%B7%A6%E4%B8%89%E9%9A%8E%E6%9D%BE.png,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/%E4%B8%B8%E3%81%AB%E5%B7%A6%E4%B8%89%E9%9A%8E%E6%9D%BE.png/1200px-%E4%B8%B8%E3%81%AB%E5%B7%A6%E4%B8%89%E9%9A%8E%E6%9D%BE.png
94,梅鉢,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:%E4%B8%B8%E3%81%AB%E6%A2%85%E9%89%A2.png,https://upload.wikimedia.org/wikipedia/commons/e/e7/%E4%B8%B8%E3%81%AB%E6%A2%85%E9%89%A2.png
95,丸に沢瀉,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:%E4%B8%B8%E3%81%AB%E6%B2%A2%E7%80%89%E7%B4%8B.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/%E4%B8%B8%E3%81%AB%E6%B2%A2%E7%80%89%E7%B4%8B.png/1200px-%E4%B8%B8%E3%81%AB%E6%B2%A2%E7%80%89%E7%B4%8B.png
96,井桁,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:%E4%BA%95%E6%A1%81.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/%E4%BA%95%E6%A1%81.png/1200px-%E4%BA%95%E6%A1%81.png
97,剣三つ葵,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:%E5%89%A3%E4%B8%89%E3%81%A4%E8%91%B5.png,https://upload.wikimedia.org/wikipedia/commons/b/b4/%E5%89%A3%E4%B8%89%E3%81%A4%E8%91%B5.png
98,丸に隅立て四つ目,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:%E5%AE%B6%E7%B4%8B%E3%83%BB%E4%B8%B8%E3%81%AB%E9%9A%85%E7%AB%8B%E3%81%A6%E5%9B%9B%E3%81%A4%E7%9B%AE.gif,https://upload.wikimedia.org/wikipedia/commons/3/32/%E5%AE%B6%E7%B4%8B%E3%83%BB%E4%B8%B8%E3%81%AB%E9%9A%85%E7%AB%8B%E3%81%A6%E5%9B%9B%E3%81%A4%E7%9B%AE.gif
99,黒田藤巴,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:%E5%AE%B6%E7%B4%8B%E3%83%BB%E9%BB%92%E7%94%B0%E8%97%A4%E5%B7%B4-kuroda-fujitomoe.gif,https://upload.wikimedia.org/wikipedia/commons/4/4c/%E5%AE%B6%E7%B4%8B%E3%83%BB%E9%BB%92%E7%94%B0%E8%97%A4%E5%B7%B4-kuroda-fujitomoe.gif
100,虎杖,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:%E5%AE%B6%E7%B4%8B%EF%BC%9B%E8%99%8E%E6%9D%96.png,https://upload.wikimedia.org/wikipedia/commons/c/c8/%E5%AE%B6%E7%B4%8B%EF%BC%9B%E8%99%8E%E6%9D%96.png
101,魚津神社,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:%E5%AF%8C%E5%B1%B1%E7%9C%8C%E9%AD%9A%E6%B4%A5%E5%B8%82_%E9%AD%9A%E6%B4%A5%E7%A5%9E%E7%A4%BE_%E7%A4%BE%E7%B4%8B.png,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/%E5%AF%8C%E5%B1%B1%E7%9C%8C%E9%AD%9A%E6%B4%A5%E5%B8%82_%E9%AD%9A%E6%B4%A5%E7%A5%9E%E7%A4%BE_%E7%A4%BE%E7%B4%8B.png/1200px-%E5%AF%8C%E5%B1%B1%E7%9C%8C%E9%AD%9A%E6%B4%A5%E5%B8%82_%E9%AD%9A%E6%B4%A5%E7%A5%9E%E7%A4%BE_%E7%A4%BE%E7%B4%8B.png
102,山桜,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:%E5%B1%B1%E6%A1%9C%EF%BC%88%EF%BC%91%EF%BC%89.png,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/%E5%B1%B1%E6%A1%9C%EF%BC%88%EF%BC%91%EF%BC%89.png/1200px-%E5%B1%B1%E6%A1%9C%EF%BC%88%EF%BC%91%EF%BC%89.png
103,抱き茗荷,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:%E6%8A%B1%E3%81%8D%E8%8C%97%E8%8D%B7-dakimyouga.gif,https://upload.wikimedia.org/wikipedia/commons/3/32/%E6%8A%B1%E3%81%8D%E8%8C%97%E8%8D%B7-dakimyouga.gif
104,旧東久邇宮,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:%E6%9D%B1%E4%B9%85%E9%82%87%E5%AE%AE%E5%AE%B6%E7%B4%8B.png,https://upload.wikimedia.org/wikipedia/commons/f/fe/%E6%9D%B1%E4%B9%85%E9%82%87%E5%AE%AE%E5%AE%B6%E7%B4%8B.png
105,小国氏,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:%E6%A6%BA%E3%83%BB%E5%8D%83%E5%88%87%E3%82%8A.png,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/%E6%A6%BA%E3%83%BB%E5%8D%83%E5%88%87%E3%82%8A.png/1200px-%E6%A6%BA%E3%83%BB%E5%8D%83%E5%88%87%E3%82%8A.png
106,石持ちに五本骨扇,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:%E7%9F%B3%E6%8C%81%E4%BA%94%E6%9C%AC%E9%AA%A8%E6%89%87.png,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/%E7%9F%B3%E6%8C%81%E4%BA%94%E6%9C%AC%E9%AA%A8%E6%89%87.png/1200px-%E7%9F%B3%E6%8C%81%E4%BA%94%E6%9C%AC%E9%AA%A8%E6%89%87.png
107,立ち葵菱,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:%E7%AB%8B%E3%81%A1%E8%91%B5%E8%8F%B1.png,https://upload.wikimedia.org/wikipedia/commons/d/d8/%E7%AB%8B%E3%81%A1%E8%91%B5%E8%8F%B1.png
108,花立ち葵,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:%E8%8A%B1%E7%AB%8B%E3%81%A1%E8%91%B5.png,https://upload.wikimedia.org/wikipedia/commons/6/60/%E8%8A%B1%E7%AB%8B%E3%81%A1%E8%91%B5.png
109,花菱,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:%E8%8A%B1%E8%8F%B1_Hanabishi.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/%E8%8A%B1%E8%8F%B1_Hanabishi.svg/960px-%E8%8A%B1%E8%8F%B1_Hanabishi.svg.png
110,蒲生対い鶴,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:%E8%92%B2%E7%94%9F%E5%AF%BE%E3%81%84%E9%B6%B4.png,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/%E8%92%B2%E7%94%9F%E5%AF%BE%E3%81%84%E9%B6%B4.png/1200px-%E8%92%B2%E7%94%9F%E5%AF%BE%E3%81%84%E9%B6%B4.png
111,裏杏葉牡丹,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:%E8%A3%8F%E6%9D%8F%E8%91%89%E7%89%A1%E4%B8%B9%E3%83%BB%E6%9D%8F%E8%91%89%E8%A3%8F%E7%89%A1%E4%B8%B9.png,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/%E8%A3%8F%E6%9D%8F%E8%91%89%E7%89%A1%E4%B8%B9%E3%83%BB%E6%9D%8F%E8%91%89%E8%A3%8F%E7%89%A1%E4%B8%B9.png/1200px-%E8%A3%8F%E6%9D%8F%E8%91%89%E7%89%A1%E4%B8%B9%E3%83%BB%E6%9D%8F%E8%91%89%E8%A3%8F%E7%89%A1%E4%B8%B9.png
112,違い葦の葉,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:%E9%81%95%E3%81%84%E8%91%A6%E3%81%AE%E8%91%89.png,https://upload.wikimedia.org/wikipedia/commons/b/be/%E9%81%95%E3%81%84%E8%91%A6%E3%81%AE%E8%91%89.png
113,遠野郷八幡宮 ,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:%E9%81%A0%E9%87%8E%E9%83%B7%E5%85%AB%E5%B9%A1%E5%AE%AE%E3%81%AE%E7%A4%BE%E7%B4%8B%EF%BC%88%E6%9C%AC%E6%AE%BF%EF%BC%89.png,https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/%E9%81%A0%E9%87%8E%E9%83%B7%E5%85%AB%E5%B9%A1%E5%AE%AE%E3%81%AE%E7%A4%BE%E7%B4%8B%EF%BC%88%E6%9C%AC%E6%AE%BF%EF%BC%89.png/1200px-%E9%81%A0%E9%87%8E%E9%83%B7%E5%85%AB%E5%B9%A1%E5%AE%AE%E3%81%AE%E7%A4%BE%E7%B4%8B%EF%BC%88%E6%9C%AC%E6%AE%BF%EF%BC%89.png
114,野郷八幡宮,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:%E9%81%A0%E9%87%8E%E9%83%B7%E5%85%AB%E5%B9%A1%E5%AE%AE%E3%81%AE%E7%A4%BE%E7%B4%8B.png,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/%E9%81%A0%E9%87%8E%E9%83%B7%E5%85%AB%E5%B9%A1%E5%AE%AE%E3%81%AE%E7%A4%BE%E7%B4%8B.png/1200px-%E9%81%A0%E9%87%8E%E9%83%B7%E5%85%AB%E5%B9%A1%E5%AE%AE%E3%81%AE%E7%A4%BE%E7%B4%8B.png
115,青木富士の山,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:%E9%9D%92%E6%9C%A8%E5%AF%8C%E5%A3%AB%E3%81%AE%E5%B1%B1%E3%83%BB%E9%9D%92%E6%9C%A8%E5%AE%B6%E5%AF%8C%E5%A3%AB.png,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/%E9%9D%92%E6%9C%A8%E5%AF%8C%E5%A3%AB%E3%81%AE%E5%B1%B1%E3%83%BB%E9%9D%92%E6%9C%A8%E5%AE%B6%E5%AF%8C%E5%A3%AB.png/1200px-%E9%9D%92%E6%9C%A8%E5%AF%8C%E5%A3%AB%E3%81%AE%E5%B1%B1%E3%83%BB%E9%9D%92%E6%9C%A8%E5%AE%B6%E5%AF%8C%E5%A3%AB.png
116,麻の葉,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:%E9%BA%BB%E3%81%AE%E8%91%89.png,https://upload.wikimedia.org/wikipedia/commons/9/98/%E9%BA%BB%E3%81%AE%E8%91%89.png
117,抱き粟,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Dakiawa.png,https://upload.wikimedia.org/wikipedia/commons/4/4b/Dakiawa.png
118,抱き稲,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Dakiine.png,https://upload.wikimedia.org/wikipedia/commons/9/9b/Dakiine.png
119,常陸宮,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Hitachinomiyakikkamon.png,https://upload.wikimedia.org/wikipedia/commons/1/16/Hitachinomiyakikkamon.png
120,XXX,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Hongou_Kamon_2.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Hongou_Kamon_2.svg/960px-Hongou_Kamon_2.svg.png
121,繋ぎ九つ釘抜,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Honjo_family_crest.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Honjo_family_crest.svg/512px-Honjo_family_crest.svg.png
122,丸に隅立て十六目結 ,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Honma_clans_family_crest_circle.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Honma_clans_family_crest_circle.svg/960px-Honma_clans_family_crest_circle.svg.png
123,丸に隅立て十六目結,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Honma_clans_family_crest_circle_(No_background_and_Black_color_drawing).svg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Honma_clans_family_crest_circle_%28No_background_and_Black_color_drawing%29.svg/600px-Honma_clans_family_crest_circle_%28No_background_and_Black_color_drawing%29.svg.png
124,一文字三星,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Ichimonjimitsuboshi.png,https://upload.wikimedia.org/wikipedia/commons/1/12/Ichimonjimitsuboshi.png
125,対い二つ銀杏,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:IchoNoFutaba.png,https://upload.wikimedia.org/wikipedia/commons/5/58/IchoNoFutaba.png
126,井桁に十六菊,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:IgetaNi16Kiku.png,https://upload.wikimedia.org/wikipedia/commons/9/90/IgetaNi16Kiku.png
127,'松平佳子,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Japanese_Crest_%E3%82%B5%E3%83%89%E3%83%B3%E3%82%B0%E3%83%B3_Ihwamun.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Japanese_Crest_%E3%82%B5%E3%83%89%E3%83%B3%E3%82%B0%E3%83%B3_Ihwamun.svg/960px-Japanese_Crest_%E3%82%B5%E3%83%89%E3%83%B3%E3%82%B0%E3%83%B3_Ihwamun.svg.png
128,安倍清明判,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Abe_no_Seimei_Hann(White_background).svg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Japanese_Crest_Abe_no_Seimei_Hann%28White_background%29.svg/600px-Japanese_Crest_Abe_no_Seimei_Hann%28White_background%29.svg.png
129,太井桁に花菱,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Futo_Igeta_ni_Hana_Hisi.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Japanese_Crest_Futo_Igeta_ni_Hana_Hisi.svg/960px-Japanese_Crest_Futo_Igeta_ni_Hana_Hisi.svg.png
130,銀星,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Ginboshi(White_background).svg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Japanese_Crest_Ginboshi%28White_background%29.svg/600px-Japanese_Crest_Ginboshi%28White_background%29.svg.png
131,菱宝結び,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Hishi_Takara_Musubi.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Japanese_Crest_Hishi_Takara_Musubi.svg/960px-Japanese_Crest_Hishi_Takara_Musubi.svg.png
132,剣梅鉢,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Kenumebachi.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Japanese_Crest_Kenumebachi.svg/960px-Japanese_Crest_Kenumebachi.svg.png
133,村濃紋,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Komonmurago.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Japanese_Crest_Komonmurago.svg/960px-Japanese_Crest_Komonmurago.svg.png
134,丸に上がり藤,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Maru_ni_Agari_Fuji.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Japanese_Crest_Maru_ni_Agari_Fuji.svg/960px-Japanese_Crest_Maru_ni_Agari_Fuji.svg.png
135,丸に籠目,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Maru_ni_Kagome.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Japanese_Crest_Maru_ni_Kagome.svg/600px-Japanese_Crest_Maru_ni_Kagome.svg.png
136,丸の内に竪三つ引両,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Marunouti_ni_tate_mitu_Hiki.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Japanese_Crest_Marunouti_ni_tate_mitu_Hiki.svg/600px-Japanese_Crest_Marunouti_ni_tate_mitu_Hiki.svg.png
137,二重亀甲に十六菊,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Nakamura_nij%C5%ABkikk%C5%8D_ni_J%C5%ABrokugiku.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Japanese_Crest_Nakamura_nij%C5%ABkikk%C5%8D_ni_J%C5%ABrokugiku.svg/960px-Japanese_Crest_Nakamura_nij%C5%ABkikk%C5%8D_ni_J%C5%ABrokugiku.svg.png
138,大関朧月,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Oboroduki.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Japanese_Crest_Oboroduki.svg/960px-Japanese_Crest_Oboroduki.svg.png
139,逆さ三つ大の字,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Sakasa_Mitsu_Dainoji.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Japanese_Crest_Sakasa_Mitsu_Dainoji.svg/600px-Japanese_Crest_Sakasa_Mitsu_Dainoji.svg.png
140,安倍清明判,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Seimei_Kikyou(White_background).svg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Japanese_Crest_Seimei_Kikyou%28White_background%29.svg/600px-Japanese_Crest_Seimei_Kikyou%28White_background%29.svg.png
141,曹洞宗 宗紋,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Soto_Zen.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Japanese_Crest_Soto_Zen.svg/533px-Japanese_Crest_Soto_Zen.svg.png
142,宝結び,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Takara_Musubi.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Japanese_Crest_Takara_Musubi.svg/960px-Japanese_Crest_Takara_Musubi.svg.png
143,月輪に覗き菊,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Tsukiwa_Ni_Nozoki_Kiku(Black_background).svg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Japanese_Crest_Tsukiwa_Ni_Nozoki_Kiku%28Black_background%29.svg/960px-Japanese_Crest_Tsukiwa_Ni_Nozoki_Kiku%28Black_background%29.svg.png
144,分部三つ引両,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Wakebe_mitu_Hiki.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Japanese_Crest_Wakebe_mitu_Hiki.svg/600px-Japanese_Crest_Wakebe_mitu_Hiki.svg.png
145,三本沢潟,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Yanada_Tachi_Samizu_Aoi.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Japanese_Crest_Yanada_Tachi_Samizu_Aoi.svg/960px-Japanese_Crest_Yanada_Tachi_Samizu_Aoi.svg.png
146,四つ石紋。,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Japanese_Crest_Yottsuishi_rev.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Japanese_Crest_Yottsuishi_rev.svg/500px-Japanese_Crest_Yottsuishi_rev.svg.png
147,食い違い七つ引両,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Japanese_Crest_kuichigai_nanatu_Hiki.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Japanese_Crest_kuichigai_nanatu_Hiki.svg/600px-Japanese_Crest_kuichigai_nanatu_Hiki.svg.png
148,三つ引両,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Japanese_Crest_mitu_Hikiryou.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Japanese_Crest_mitu_Hikiryou.svg/600px-Japanese_Crest_mitu_Hikiryou.svg.png
149,二つ引両,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Japanese_Crest_soroi_Futatu_Hiki.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Japanese_Crest_soroi_Futatu_Hiki.svg/600px-Japanese_Crest_soroi_Futatu_Hiki.svg.png
150,抱き沢瀉,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Japanese_crest_Kinoshita_Omodaka.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Japanese_crest_Kinoshita_Omodaka.svg/600px-Japanese_crest_Kinoshita_Omodaka.svg.png
151,丸に並び鷹の羽,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Japanese_crest_Maru_ni_Narabi_Takanoha.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Japanese_crest_Maru_ni_Narabi_Takanoha.svg/600px-Japanese_crest_Maru_ni_Narabi_Takanoha.svg.png
152,三つ盛十二葉菊,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Japanese_crest_Mitsu_mori_Juni_yo_Kiku.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Japanese_crest_Mitsu_mori_Juni_yo_Kiku.svg/600px-Japanese_crest_Mitsu_mori_Juni_yo_Kiku.svg.png
153,沢瀉に水,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Japanese_crest_Mizu_ni_Omodaka.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Japanese_crest_Mizu_ni_Omodaka.svg/600px-Japanese_crest_Mizu_ni_Omodaka.svg.png
154,抱き沢瀉,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Japanese_crest_Nagato_Omodaka.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Japanese_crest_Nagato_Omodaka.svg/600px-Japanese_crest_Nagato_Omodaka.svg.png
155,月に星,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Japanese_crest_Tsuki_ni_Hoshi(Black_background).svg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Japanese_crest_Tsuki_ni_Hoshi%28Black_background%29.svg/500px-Japanese_crest_Tsuki_ni_Hoshi%28Black_background%29.svg.png
156,月に星,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Japanese_crest_Tsuki_ni_Hoshi_(color).svg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Japanese_crest_Tsuki_ni_Hoshi_%28color%29.svg/600px-Japanese_crest_Tsuki_ni_Hoshi_%28color%29.svg.png
